Source,T (yyy-mm-dd hh:mm:ss),x_km,y_km,z_km,vx_kms,vy_kms,vz_kms,q0,q1,q2,q3
OEM (NASA/JSC/FOD/FDO),2026-04-04 19:25:51.3,-110936.8764,-233608.7681,-128264.6291,-0.156848502,-0.882212339,-0.479243838,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 19:29:51.3,-110974.4717,-233820.3874,-128379.5865,-0.156446478,-0.881282071,-0.478734608,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 19:33:51.3,-111011.9707,-234031.7836,-128494.4218,-0.156045492,-0.88035324,-0.478226177,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 19:37:51.3,-111049.3736,-234242.957,-128609.1351,-0.155645541,-0.879425838,-0.477718541,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 19:41:51.3,-111086.6807,-234453.9081,-128723.7268,-0.155246622,-0.878499863,-0.477211697,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 19:45:51.3,-111123.8921,-234664.6371,-128838.1968,-0.154848731,-0.877575309,-0.476705644,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 19:49:51.3,-111161.0082,-234875.1444,-128952.5455,-0.154451864,-0.87665217,-0.476200379,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 19:53:51.3,-111198.0291,-235085.4302,-129066.7731,-0.15405602,-0.875730443,-0.475695898,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 19:57:51.3,-111234.9551,-235295.4951,-129180.8796,-0.153661195,-0.874810122,-0.475192199,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 20:01:51.3,-111271.7865,-235505.3392,-129294.8654,-0.153267385,-0.873891203,-0.47468928,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 20:05:51.3,-111308.5236,-235714.963,-129408.7305,-0.152874587,-0.87297368,-0.474187137,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 20:09:51.3,-111345.1664,-235924.3667,-129522.4753,-0.152482799,-0.87205755,-0.473685769,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 20:13:51.3,-111381.7154,-236133.5507,-129636.0998,-0.152092018,-0.871142806,-0.473185172,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 20:17:51.3,-111418.1707,-236342.5153,-129749.6042,-0.151702239,-0.870229445,-0.472685345,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 20:21:51.3,-111454.5325,-236551.2609,-129862.9888,-0.151313461,-0.869317462,-0.472186283,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 20:25:51.3,-111490.8012,-236759.7878,-129976.2537,-0.15092568,-0.868406852,-0.471687986,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 20:29:51.3,-111526.9769,-236968.0963,-130089.3991,-0.150538893,-0.86749761,-0.471190449,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 20:33:51.3,-111563.06,-237176.1868,-130202.4252,-0.150153097,-0.866589732,-0.470693672,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 20:37:51.3,-111599.0505,-237384.0595,-130315.3321,-0.14976829,-0.865683213,-0.47019765,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 20:41:51.3,-111634.9488,-237591.7149,-130428.1201,-0.149384468,-0.864778049,-0.469702382,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 20:45:51.3,-111670.7551,-237799.1531,-130540.7893,-0.149001629,-0.863874235,-0.469207866,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 20:49:51.3,-111706.4697,-238006.3746,-130653.3399,-0.148619769,-0.862971766,-0.468714098,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 20:53:51.3,-111742.0927,-238213.3797,-130765.7721,-0.148238885,-0.862070638,-0.468221076,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 20:57:51.3,-111777.6244,-238420.1686,-130878.0861,-0.147858976,-0.861170847,-0.467728798,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 21:01:51.3,-111813.0651,-238626.7418,-130990.282,-0.147480037,-0.860272387,-0.467237261,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 21:05:51.3,-111848.4149,-238833.0995,-131102.3601,-0.147102067,-0.859375255,-0.466746462,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 21:09:51.3,-111883.6742,-239039.242,-131214.3204,-0.146725061,-0.858479446,-0.4662564,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 21:13:51.3,-111918.843,-239245.1697,-131326.1632,-0.146349019,-0.857584956,-0.465767072,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 21:17:51.3,-111953.9218,-239450.8829,-131437.8886,-0.145973936,-0.856691779,-0.465278476,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 21:21:51.3,-111988.9106,-239656.3819,-131549.4969,-0.14559981,-0.855799913,-0.464790608,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 21:25:51.3,-112023.8097,-239861.6669,-131660.9882,-0.145226638,-0.854909352,-0.464303467,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 21:29:51.3,-112058.6195,-240066.7384,-131772.3626,-0.144854418,-0.854020092,-0.463817051,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 21:33:51.3,-112093.3399,-240271.5967,-131883.6204,-0.144483147,-0.853132129,-0.463331356,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 21:37:51.3,-112127.9714,-240476.242,-131994.7617,-0.144112822,-0.852245458,-0.462846381,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 21:41:51.3,-112162.5142,-240680.6746,-132105.7867,-0.143743441,-0.851360076,-0.462362123,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 21:45:51.3,-112196.9684,-240884.8949,-132216.6956,-0.143375001,-0.850475977,-0.46187858,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 21:49:51.3,-112231.3342,-241088.9032,-132327.4885,-0.143007498,-0.849593158,-0.461395749,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 21:53:51.3,-112265.612,-241292.6997,-132438.1656,-0.142640932,-0.848711615,-0.460913629,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 21:57:51.3,-112299.802,-241496.2849,-132548.7271,-0.142275299,-0.847831343,-0.460432216,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 22:01:51.3,-112333.9043,-241699.6589,-132659.1732,-0.141910596,-0.846952338,-0.459951509,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 22:05:51.3,-112367.9191,-241902.8221,-132769.5039,-0.141546821,-0.846074596,-0.459471506,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 22:09:51.3,-112401.8468,-242105.7748,-132879.7195,-0.141183971,-0.845198113,-0.458992204,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 22:13:51.3,-112435.6875,-242308.5173,-132989.8202,-0.140822045,-0.844322884,-0.4585136,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 22:17:51.3,-112469.4415,-242511.0499,-133099.8061,-0.140461039,-0.843448906,-0.458035693,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 22:21:51.3,-112503.1089,-242713.3729,-133209.6774,-0.140100951,-0.842576174,-0.45755848,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 22:25:51.3,-112536.69,-242915.4865,-133319.4342,-0.139741778,-0.841704685,-0.457081959,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 22:29:51.3,-112570.185,-243117.3912,-133429.0768,-0.139383518,-0.840834434,-0.456606129,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 22:33:51.3,-112603.5941,-243319.0872,-133538.6052,-0.139026169,-0.839965418,-0.456130985,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 22:37:51.3,-112636.9176,-243520.5747,-133648.0197,-0.138669729,-0.839097631,-0.455656528,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 22:41:51.3,-112670.1557,-243721.8541,-133757.3204,-0.138314194,-0.838231071,-0.455182753,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 22:45:51.3,-112703.3085,-243922.9257,-133866.5075,-0.137959562,-0.837365734,-0.45470966,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 22:49:51.3,-112736.3764,-244123.7898,-133975.5811,-0.137605831,-0.836501614,-0.454237245,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 22:53:51.3,-112769.3594,-244324.4466,-134084.5414,-0.137252999,-0.835638709,-0.453765508,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 22:57:51.3,-112802.2579,-244524.8964,-134193.3886,-0.136901064,-0.834777015,-0.453294445,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 23:01:51.3,-112835.072,-244725.1396,-134302.1228,-0.136550022,-0.833916527,-0.452824054,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 23:05:51.3,-112867.8019,-244925.1765,-134410.7442,-0.136199873,-0.833057242,-0.452354334,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 23:09:51.3,-112900.448,-245125.0072,-134519.253,-0.135850612,-0.832199156,-0.451885282,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 23:13:51.3,-112933.0103,-245324.6322,-134627.6492,-0.135502239,-0.831342264,-0.451416896,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 23:17:51.3,-112965.4891,-245524.0516,-134735.9331,-0.135154751,-0.830486564,-0.450949174,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 23:21:51.3,-112997.8847,-245723.2658,-134844.1049,-0.134808146,-0.829632051,-0.450482114,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 23:25:51.3,-113030.1971,-245922.2751,-134952.1646,-0.134462421,-0.828778721,-0.450015713,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 23:29:51.3,-113062.4267,-246121.0797,-135060.1125,-0.134117574,-0.827926571,-0.449549971,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 23:33:51.3,-113094.5736,-246319.6799,-135167.9486,-0.133773603,-0.827075597,-0.449084884,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 23:37:51.3,-113126.6381,-246518.0761,-135275.6733,-0.133430507,-0.826225796,-0.448620451,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 23:41:51.3,-113158.6203,-246716.2684,-135383.2865,-0.133088282,-0.825377162,-0.448156669,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 23:45:51.3,-113190.5205,-246914.2572,-135490.7885,-0.132746927,-0.824529694,-0.447693538,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 23:49:51.3,-113222.3389,-247112.0427,-135598.1794,-0.132406439,-0.823683386,-0.447231053,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 23:53:51.3,-113254.0757,-247309.6253,-135705.4595,-0.132066816,-0.822838236,-0.446769214,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-04 23:57:51.3,-113285.7311,-247507.0052,-135812.6287,-0.131728057,-0.821994239,-0.446308019,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 00:01:51.3,-113317.3052,-247704.1826,-135919.6874,-0.13139016,-0.821151392,-0.445847465,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 00:05:51.3,-113348.7984,-247901.158,-136026.6356,-0.131053121,-0.820309692,-0.445387551,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 00:09:51.3,-113380.2108,-248097.9314,-136133.4734,-0.130716939,-0.819469134,-0.444928274,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 00:13:51.3,-113411.5426,-248294.5032,-136240.2012,-0.130381613,-0.818629716,-0.444469633,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 00:17:51.3,-113442.794,-248490.8737,-136346.8189,-0.130047139,-0.817791433,-0.444011626,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 00:21:51.3,-113473.9653,-248687.0432,-136453.3268,-0.129713517,-0.816954282,-0.44355425,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 00:25:51.3,-113505.0566,-248883.0119,-136559.725,-0.129380744,-0.816118259,-0.443097504,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 00:29:51.3,-113536.0681,-249078.7801,-136666.0137,-0.129048818,-0.815283362,-0.442641386,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 00:33:51.3,-113567.0001,-249274.348,-136772.1929,-0.128717737,-0.814449585,-0.442185893,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 00:37:51.3,-113597.8527,-249469.716,-136878.2629,-0.128387499,-0.813616926,-0.441731025,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 00:41:51.3,-113628.6262,-249664.8842,-136984.2239,-0.128058102,-0.812785382,-0.441276778,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 00:45:51.3,-113659.3207,-249859.853,-137090.0758,-0.127729545,-0.811954948,-0.440823152,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 00:49:51.3,-113689.9364,-250054.6227,-137195.819,-0.127401825,-0.811125622,-0.440370144,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 00:53:51.3,-113720.4736,-250249.1934,-137301.4536,-0.127074941,-0.8102974,-0.439917752,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 00:57:51.3,-113750.9325,-250443.5655,-137406.9796,-0.12674889,-0.809470278,-0.439465975,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 01:01:51.3,-113781.3131,-250637.7392,-137512.3973,-0.126423672,-0.808644253,-0.439014811,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 01:05:51.3,-113811.6159,-250831.7148,-137617.7068,-0.126099283,-0.807819321,-0.438564257,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 01:09:51.3,-113841.8409,-251025.4926,-137722.9082,-0.125775722,-0.80699548,-0.438114312,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 01:13:51.3,-113871.9883,-251219.0728,-137828.0017,-0.125452988,-0.806172726,-0.437664975,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 01:17:51.3,-113902.0584,-251412.4556,-137932.9874,-0.125131079,-0.805351055,-0.437216242,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 01:21:51.3,-113932.0513,-251605.6414,-138037.8655,-0.124809992,-0.804530464,-0.436768113,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 01:25:51.3,-113961.9672,-251798.6303,-138142.6361,-0.124489726,-0.80371095,-0.436320585,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 01:29:51.3,-113991.8064,-251991.4227,-138247.2994,-0.124170279,-0.802892509,-0.435873658,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 01:33:51.3,-114021.569,-252184.0188,-138351.8555,-0.12385165,-0.802075139,-0.435427328,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 01:37:51.3,-114051.2553,-252376.4188,-138456.3046,-0.123533837,-0.801258835,-0.434981594,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 01:41:51.3,-114080.8653,-252568.6231,-138560.6468,-0.123216838,-0.800443594,-0.434536455,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 01:45:51.3,-114110.3994,-252760.6319,-138664.8822,-0.122900651,-0.799629414,-0.434091909,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 01:49:51.3,-114139.8577,-252952.4453,-138769.0109,-0.122585275,-0.798816291,-0.433647953,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 01:53:51.3,-114169.2404,-253144.0638,-138873.0332,-0.122270707,-0.798004222,-0.433204586,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 01:57:51.3,-114198.5477,-253335.4874,-138976.9492,-0.121956948,-0.797193203,-0.432761807,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 02:01:51.3,-114227.7798,-253526.7166,-139080.7589,-0.121643994,-0.796383232,-0.432319613,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 02:05:51.3,-114256.9369,-253717.7515,-139184.4626,-0.121331843,-0.795574304,-0.431878003,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 02:09:51.3,-114286.0192,-253908.5923,-139288.0604,-0.121020496,-0.794766418,-0.431436976,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 02:13:51.3,-114315.0268,-254099.2394,-139391.5524,-0.120709949,-0.793959569,-0.430996528,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 02:17:51.3,-114343.96,-254289.693,-139494.9388,-0.120400202,-0.793153755,-0.43055666,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 02:21:51.3,-114372.819,-254479.9533,-139598.2197,-0.120091252,-0.792348972,-0.430117368,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 02:25:51.3,-114401.6039,-254670.0206,-139701.3952,-0.119783098,-0.791545218,-0.429678651,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 02:29:51.3,-114430.3149,-254859.8951,-139804.4655,-0.119475739,-0.790742488,-0.429240509,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 02:33:51.3,-114458.9523,-255049.5771,-139907.4307,-0.119169173,-0.789940781,-0.428802937,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 02:37:51.3,-114487.5162,-255239.0668,-140010.2909,-0.118863399,-0.789140093,-0.428365937,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 02:41:51.3,-114516.0068,-255428.3644,-140113.0464,-0.118558414,-0.78834042,-0.427929504,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 02:45:51.3,-114544.4243,-255617.4702,-140215.6971,-0.118254218,-0.78754176,-0.427493639,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 02:49:51.3,-114572.7689,-255806.3845,-140318.2434,-0.117950809,-0.78674411,-0.427058338,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 02:53:51.3,-114601.0407,-255995.1075,-140420.6852,-0.117648186,-0.785947467,-0.426623602,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 02:57:51.3,-114629.2401,-256183.6394,-140523.0227,-0.117346347,-0.785151827,-0.426189427,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 03:01:51.3,-114657.367,-256371.9804,-140625.2562,-0.11704529,-0.784357188,-0.425755812,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 03:05:51.3,-114685.4219,-256560.1309,-140727.3856,-0.116745015,-0.783563546,-0.425322756,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 03:09:51.3,-114713.4047,-256748.091,-140829.4111,-0.116445519,-0.782770899,-0.424890257,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 03:13:51.3,-114741.3158,-256935.861,-140931.3329,-0.116146802,-0.781979244,-0.424458314,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 03:17:51.3,-114769.1552,-257123.4411,-141033.1512,-0.115848862,-0.781188577,-0.424026924,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 03:21:51.3,-114796.9233,-257310.8316,-141134.8659,-0.115551698,-0.780398896,-0.423596086,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 03:25:51.3,-114824.6201,-257498.0327,-141236.4773,-0.115255308,-0.779610197,-0.423165799,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 03:29:51.3,-114852.2459,-257685.0446,-141337.9855,-0.114959691,-0.778822478,-0.422736061,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 03:33:51.3,-114879.8008,-257871.8676,-141439.3907,-0.114664845,-0.778035737,-0.42230687,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 03:37:51.3,-114907.2851,-258058.5018,-141540.6929,-0.11437077,-0.777249969,-0.421878225,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 03:41:51.3,-114934.6989,-258244.9476,-141641.8923,-0.114077464,-0.776465172,-0.421450124,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 03:45:51.3,-114962.0423,-258431.2052,-141742.989,-0.113784925,-0.775681343,-0.421022566,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 03:49:51.3,-114989.3157,-258617.2747,-141843.9831,-0.113493153,-0.774898479,-0.42059555,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 03:53:51.3,-115016.5191,-258803.1565,-141944.8749,-0.113202146,-0.774116578,-0.420169072,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 03:57:51.3,-115043.6528,-258988.8508,-142045.6643,-0.112911903,-0.773335636,-0.419743133,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 04:01:51.3,-115070.7169,-259174.3577,-142146.3516,-0.112622422,-0.772555651,-0.41931773,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 04:05:51.3,-115097.7116,-259359.6776,-142246.9369,-0.112333703,-0.77177662,-0.418892863,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 04:09:51.3,-115124.6371,-259544.8106,-142347.4202,-0.112045744,-0.770998539,-0.418468528,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 04:13:51.3,-115151.4936,-259729.7569,-142447.8018,-0.111758544,-0.770221407,-0.418044726,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 04:17:51.3,-115178.2813,-259914.5169,-142548.0818,-0.111472102,-0.76944522,-0.417621454,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 04:21:51.3,-115205.0003,-260099.0907,-142648.2602,-0.111186416,-0.768669976,-0.417198711,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 04:25:51.3,-115231.6508,-260283.4786,-142748.3372,-0.110901486,-0.767895671,-0.416776495,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 04:29:51.3,-115258.2331,-260467.6807,-142848.3129,-0.11061731,-0.767122304,-0.416354806,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 04:33:51.3,-115284.7472,-260651.6974,-142948.1875,-0.110333887,-0.766349871,-0.41593364,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 04:37:51.3,-115311.1934,-260835.5287,-143047.9611,-0.110051217,-0.765578369,-0.415512998,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 04:41:51.3,-115337.5718,-261019.1751,-143147.6338,-0.109769297,-0.764807796,-0.415092877,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 04:45:51.3,-115363.8827,-261202.6366,-143247.2057,-0.109488126,-0.764038149,-0.414673276,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 04:49:51.3,-115390.1262,-261385.9134,-143346.677,-0.109207705,-0.763269425,-0.414254194,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 04:53:51.3,-115416.3025,-261569.0059,-143446.0478,-0.108928031,-0.762501622,-0.413835629,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 04:57:51.3,-115442.4117,-261751.9143,-143545.3182,-0.108649104,-0.761734737,-0.413417579,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 05:01:51.3,-115468.4541,-261934.6387,-143644.4883,-0.108370922,-0.760968767,-0.413000044,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 05:05:51.3,-115494.4298,-262117.1794,-143743.5582,-0.108093484,-0.760203709,-0.412583021,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 05:09:51.3,-115520.339,-262299.5365,-143842.5282,-0.10781679,-0.759439562,-0.41216651,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 05:13:51.3,-115546.1819,-262481.7104,-143941.3982,-0.107540838,-0.758676321,-0.411750508,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 05:17:51.3,-115571.9587,-262663.7013,-144040.1684,-0.107265628,-0.757913986,-0.411335015,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 05:21:51.3,-115597.6695,-262845.5092,-144138.839,-0.106991158,-0.757152552,-0.41092003,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 05:25:51.3,-115623.3145,-263027.1346,-144237.4101,-0.106717428,-0.756392017,-0.410505549,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 05:29:51.3,-115648.8939,-263208.5775,-144335.8817,-0.106444436,-0.755632379,-0.410091574,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 05:33:51.3,-115674.4079,-263389.8382,-144434.2541,-0.106172181,-0.754873635,-0.409678101,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 05:37:51.3,-115699.8566,-263570.9169,-144532.5273,-0.105900663,-0.754115783,-0.409265129,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 05:41:51.3,-115725.2403,-263751.8138,-144630.7014,-0.105629881,-0.753358819,-0.408852657,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 05:45:51.3,-115750.559,-263932.5292,-144728.7766,-0.105359833,-0.752602742,-0.408440685,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 05:49:51.3,-115775.813,-264113.0632,-144826.753,-0.105090519,-0.751847548,-0.408029209,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 05:53:51.3,-115801.0025,-264293.4161,-144924.6306,-0.104821938,-0.751093236,-0.40761823,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 05:57:51.3,-115826.1276,-264473.588,-145022.4098,-0.104554089,-0.750339802,-0.407207745,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 06:01:51.3,-115851.1886,-264653.5793,-145120.0904,-0.104286971,-0.749587244,-0.406797753,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 06:05:51.3,-115876.1854,-264833.39,-145217.6727,-0.104020584,-0.74883556,-0.406388253,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 06:09:51.3,-115901.1185,-265013.0204,-145315.1568,-0.103754926,-0.748084747,-0.405979244,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 06:13:51.3,-115925.9879,-265192.4707,-145412.5428,-0.103489997,-0.747334802,-0.405570724,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 06:17:51.3,-115950.7937,-265371.7412,-145509.8308,-0.103225795,-0.746585723,-0.405162692,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 06:21:51.3,-115975.5363,-265550.8319,-145607.0209,-0.102962321,-0.745837508,-0.404755146,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 06:25:51.3,-116000.2157,-265729.7432,-145704.1133,-0.102699573,-0.745090154,-0.404348086,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 06:29:51.3,-116024.8322,-265908.4753,-145801.108,-0.10243755,-0.744343658,-0.403941509,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 06:33:51.3,-116049.3858,-266087.0283,-145898.0053,-0.102176252,-0.743598019,-0.403535415,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 06:37:51.3,-116073.8768,-266265.4024,-145994.8051,-0.101915678,-0.742853233,-0.403129802,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 06:41:51.3,-116098.3054,-266443.5979,-146091.5076,-0.101655827,-0.742109298,-0.40272467,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 06:45:51.3,-116122.6717,-266621.6149,-146188.113,-0.101396699,-0.741366212,-0.402320015,,,,
OEM (NASA/JSC/FOD/FDO),2026-04-05 06:49:51.3,-116146.9759,-266799.4537,-146284.6213,-0.101138292,-0.740623972,-0.401915839,,,,
