Source,T (yyy-mm-dd hh:mm:ss),x_km,y_km,z_km,vx_kms,vy_kms,vz_kms,q0,q1,q2,q3
AROW (NASA),2026-04-01 22:30:31.9,304.010385,5595.055443,3036.750133,-0.4081272,0.02157984,0.0010668,0.704105079,0.171099022,-0.179621637,0.665354967
AROW (NASA),2026-04-01 22:35:33.0,181.0793343,5601.143907,3037.586358,-0.413004,0.10841736,0.05519928,0.423465133,0.537244022,0.280361414,0.673382223
AROW (NASA),2026-04-01 22:36:33.0,148.0483783,5616.854125,3046.070835,-0.8266176,0.4379976,0.23807928,0.209774956,0.368416995,0.465129107,0.777121782
AROW (NASA),2026-04-01 22:37:33.0,65.85618041,5652.267498,3065.563032,-1.7696688,0.5800344,0.3212592,0.136225939,0.229536518,0.493398279,0.827836692
AROW (NASA),2026-04-01 22:38:33.0,-57.85122505,5680.405447,3081.216913,-2.3740872,0.3578352,0.20064984,0.108805165,0.183881357,0.500395775,0.83901912
AROW (NASA),2026-04-01 22:39:32.0,-218.9585406,5694.57167,3089.286105,-3.112008,0.12097512,0.07260336,0.083111651,0.141224474,0.505019188,0.847410023
AROW (NASA),2026-04-01 22:40:32.0,-432.5869238,5694.287663,3089.582522,-4.047744,-0.13389864,-0.06437376,0.057984717,0.09968885,0.511207998,0.851684391
AROW (NASA),2026-04-01 22:41:32.0,-710.1969525,5677.945543,3081.291451,-5.269992,-0.417576,-0.21512784,0.035494827,0.062739961,0.510713875,0.856723487
AROW (NASA),2026-04-01 22:42:32.0,-1074.728299,5643.046197,3063.202631,-6.958584,-0.762,-0.39624,0.01158266,0.022878934,0.509359777,0.860171497
AROW (NASA),2026-04-01 22:43:33.0,-1549.168799,5582.591701,3031.599385,-8.177784,-1.2335256,-0.6489192,-0.016193161,-0.019971013,0.521448791,0.852895141
AROW (NASA),2026-04-01 22:44:33.0,-2035.379246,5494.406384,2984.954193,-8.025384,-1.7035272,-0.9046464,-0.031934902,-0.067999028,0.650115192,0.756112814
AROW (NASA),2026-04-01 22:45:33.0,-2511.374,5378.507227,2923.209393,-7.836408,-2.1567648,-1.1518392,-0.048601225,-0.157391205,0.710888386,0.683742344
AROW (NASA),2026-04-01 22:46:34.0,-2982.532823,5233.386393,2845.560363,-7.607808,-2.5981152,-1.3923264,-0.059161864,-0.188822135,0.701421142,0.684729517
AROW (NASA),2026-04-01 22:47:37.0,-3453.441946,5055.97344,2750.351458,-7.336536,-3.0306264,-1.6282416,-0.06791275,-0.216156214,0.690244675,0.687187493
AROW (NASA),2026-04-01 22:48:38.0,-3892.228464,4858.973855,2644.405523,-7.043928,-3.425952,-1.8434304,-0.074588984,-0.237567693,0.677410901,0.692179561
AROW (NASA),2026-04-01 22:49:39.0,-4312.380702,4638.681184,2525.744877,-6.726936,-3.79476,-2.0449032,-0.079829432,-0.260140479,0.672958195,0.687809169
AROW (NASA),2026-04-01 22:50:40.0,-4712.373738,4396.682552,2395.228237,-6.38556,-4.136136,-2.2320504,-0.086875312,-0.275394678,0.675515592,0.678446114
AROW (NASA),2026-04-01 22:51:40.0,-5084.84508,4139.057509,2256.148592,-6.028944,-4.447032,-2.401824,-0.078560106,-0.241788983,0.684537709,0.683209002
AROW (NASA),2026-04-01 22:52:41.0,-5441.083724,3858.87346,2104.766711,-5.650992,-4.736592,-2.5594056,-0.067378692,-0.203459874,0.69165659,0.689692199
AROW (NASA),2026-04-01 22:53:42.0,-5773.746072,3561.955278,1944.236911,-5.254752,-4.995672,-2.7017472,-0.056188848,-0.160188109,0.697183609,0.696503818
AROW (NASA),2026-04-01 22:54:43.0,-6082.048023,3249.999495,1775.474974,-4.852416,-5.22732,-2.8291536,-0.042358264,-0.116014697,0.706585765,0.696766078
AROW (NASA),2026-04-01 22:55:44.0,-6365.360337,2924.676905,1599.396463,-4.437888,-5.434584,-2.9419296,-0.028031385,-0.081264019,0.716873705,0.691883266
AROW (NASA),2026-04-01 22:56:44.9,-6623.221083,2587.647772,1416.900167,-4.017264,-5.611368,-3.0397704,-0.028725965,-0.082703032,0.715861261,0.692732036
AROW (NASA),2026-04-01 22:57:45.9,-6855.308635,2240.535967,1228.869484,-3.593592,-5.763768,-3.1242,-0.032437284,-0.084677808,0.715170145,0.693043411
AROW (NASA),2026-04-01 22:58:46.9,-7061.427636,1884.924775,1036.166421,-3.166872,-5.891784,-3.194304,-0.035337664,-0.088642552,0.712601125,0.695049226
AROW (NASA),2026-04-01 22:59:47.9,-7241.500063,1522.350882,839.6264681,-2.738628,-5.992368,-3.249168,-0.036896624,-0.094784364,0.708201647,0.698645115
AROW (NASA),2026-04-01 23:00:47.9,-7393.240715,1160.370372,643.3507192,-2.3198328,-6.068568,-3.29184,-0.038894311,-0.097870708,0.70781523,0.698502839
AROW (NASA),2026-04-01 23:01:48.9,-7521.83441,788.3265561,441.5651747,-1.8970752,-6.12648,-3.32232,-0.037753105,-0.095975533,0.707600832,0.69904536
AROW (NASA),2026-04-01 23:02:48.9,-7623.271378,419.7442658,241.6067645,-1.4852904,-6.15696,-3.340608,-0.036197428,-0.09360905,0.708992958,0.698037326
AROW (NASA),2026-04-01 23:03:48.9,-7700.150445,49.80473137,40.86636555,-1.0783824,-6.1722,-3.349752,-0.035082627,-0.092113376,0.710393846,0.696867943
AROW (NASA),2026-04-01 23:04:49.9,-7753.487623,-326.4602041,-163.3518254,-0.6714744,-6.163056,-3.346704,-0.034591593,-0.091018505,0.710696697,0.696727514
AROW (NASA),2026-04-01 23:05:49.9,-7781.943067,-695.5570882,-363.7205582,-0.27831288,-6.138672,-3.331464,-0.035200808,-0.091192022,0.710602939,0.696769953
AROW (NASA),2026-04-01 23:06:50.9,-7786.934144,-1068.664272,-566.3061241,0.11326368,-6.092952,-3.310128,-0.035714552,-0.092830241,0.709415674,0.697736681
AROW (NASA),2026-04-01 23:07:51.9,-7768.30937,-1438.534378,-767.1732067,0.4959096,-6.031992,-3.2766,-0.037788894,-0.095706396,0.707627892,0.69905293
AROW (NASA),2026-04-01 23:08:51.9,-7727.497082,-1798.185227,-962.5262866,0.8631936,-5.955792,-3.233928,-0.041361749,-0.094231218,0.681883752,0.724185228
AROW (NASA),2026-04-01 23:09:51.9,-7664.95006,-2152.78159,-1155.168244,1.2204192,-5.864352,-3.18516,-0.040693965,-0.092827179,0.680880308,0.725347638
AROW (NASA),2026-04-01 23:10:51.9,-7581.267877,-2501.443999,-1344.619856,1.5675864,-5.757672,-3.127248,-0.041173872,-0.093420401,0.678622663,0.727357268
AROW (NASA),2026-04-01 23:11:52.9,-7475.164996,-2848.977773,-1533.491808,1.909572,-5.635752,-3.06324,-0.042509668,-0.095391572,0.675894737,0.729561269
AROW (NASA),2026-04-01 23:12:53.9,-7348.535342,-3188.691388,-1718.145595,2.2405848,-5.50164,-2.9903928,-0.043313403,-0.095375724,0.674265563,0.73102212
AROW (NASA),2026-04-01 23:13:54.9,-7202.076645,-3519.803364,-1898.155058,2.5597104,-5.355336,-2.91084,-0.042749096,-0.094729409,0.672445238,0.732813954
Extrapolated coast from last preburn observation,2026-04-01 23:14:54.9,-7039.365479,-3836.493971,-2070.308258,2.862072906,-5.199174878,-2.826596646,,,,
Extrapolated coast from last preburn observation,2026-04-01 23:15:54.9,-6858.860579,-4143.489427,-2237.229617,3.152802197,-5.032266605,-2.736500816,,,,
Extrapolated coast from last preburn observation,2026-04-01 23:16:54.9,-6661.265557,-4440.163015,-2398.57781,3.431715221,-4.855209919,-2.640877157,,,,
Extrapolated coast from last preburn observation,2026-04-01 23:17:54.9,-6447.294281,-4725.923052,-2554.030503,3.698652454,-4.668574041,-2.540034334,,,,
Extrapolated coast from last preburn observation,2026-04-01 23:18:54.9,-6217.669595,-5000.211157,-2703.283425,3.953473561,-4.472900108,-2.434265804,,,,
Extrapolated coast from last preburn observation,2026-04-01 23:19:54.9,-5973.122285,-5262.500613,-2846.049476,4.19605349,-4.268702753,-2.323850664,,,,
Extrapolated coast from last preburn observation,2026-04-01 23:20:54.9,-5714.390271,-5512.29483,-2982.057894,4.426278967,-4.056471792,-2.209054561,,,,
Extrapolated coast from last preburn observation,2026-04-01 23:21:54.9,-5442.217995,-5749.125905,-3111.053475,4.644045343,-3.836673988,-2.090130648,,,,
Extrapolated coast from last preburn observation,2026-04-01 23:22:54.9,-5157.355991,-5972.553296,-3232.795855,4.849253775,-3.609754887,-1.967320568,,,,
Extrapolated coast from last preburn observation,2026-04-01 23:23:54.9,-4860.560613,-6182.162601,-3347.058849,5.041808701,-3.37614068,-1.840855471,,,,
Extrapolated coast from first postburn observation,2026-04-01 23:24:00.0,-4837.317279,-6196.239672,-3356.559278,5.094480198,-3.379865761,-1.837965432,,,,
Extrapolated coast from first postburn observation,2026-04-01 23:24:54.9,-4553.228222,-6375.69468,-3454.159031,5.258521844,-3.160257493,-1.718994879,,,,
Extrapolated coast from first postburn observation,2026-04-01 23:25:54.9,-4232.642228,-6557.964325,-3553.318831,5.425513181,-2.914439919,-1.585810517,,,,
Extrapolated coast from first postburn observation,2026-04-01 23:26:54.9,-3902.427512,-6725.316559,-3644.395894,5.579460886,-2.663076415,-1.449606009,,,,
Extrapolated coast from first postburn observation,2026-04-01 23:27:54.9,-3563.370012,-6877.430392,-3727.215387,5.720253982,-2.406557484,-1.310593073,,,,
Extrapolated coast from first postburn observation,2026-04-01 23:28:54.9,-3216.262392,-7014.007987,-3801.615035,5.847779041,-2.145264788,-1.168978626,,,,
Extrapolated coast from first postburn observation,2026-04-01 23:29:54.9,-2861.904227,-7134.774187,-3867.444856,5.961918971,-1.879572953,-1.024965767,,,,
Extrapolated coast from first postburn observation,2026-04-01 23:30:54.9,-2501.102251,-7239.476149,-3924.566965,6.062551965,-1.609851418,-0.878754776,,,,
Extrapolated coast from first postburn observation,2026-04-01 23:31:54.9,-2134.670674,-7327.883087,-3972.855436,6.149550612,-1.33646631,-0.730544133,,,,
Extrapolated coast from first postburn observation,2026-04-01 23:32:54.9,-1763.431535,-7399.786129,-4012.196222,6.22278116,-1.059782364,-0.580531555,,,,
Extrapolated coast from first postburn observation,2026-04-01 23:33:54.9,-1388.215105,-7454.998298,-4042.487144,6.282102934,-0.780164882,-0.428915061,,,,
Extrapolated coast from first postburn observation,2026-04-01 23:34:54.9,-1009.860314,-7493.354599,-4063.637938,6.327367901,-0.497981739,-0.275894062,,,,
Extrapolated coast from first postburn observation,2026-04-01 23:35:54.9,-629.215201,-7514.712239,-4075.570377,6.358420395,-0.213605445,-0.12167047,,,,
Extrapolated coast from first postburn observation,2026-04-01 23:36:54.9,-247.1373789,-7518.950968,-4078.218451,6.375097,0.072584746,0.033550146,,,,
Extrapolated coast from first postburn observation,2026-04-01 23:37:54.9,135.5055039,-7505.973548,-4071.528623,6.377226602,0.360200649,0.189557383,,,,
AROW (NASA),2026-04-01 23:38:02.8,185.7677764,-7502.985219,-4069.953585,6.376416,0.3980688,0.21009864,0.251377106,-0.675286114,0.099284261,-0.686251283
Extrapolated coast,2026-04-01 23:38:54.9,517.8353064,-7475.706354,-4055.460156,6.364630623,0.648842911,0.346134786,,,,
Extrapolated coast,2026-04-01 23:39:54.9,898.9629589,-7428.100118,-4029.985515,6.337123442,0.938098683,0.503058588,,,,
Extrapolated coast,2026-04-01 23:40:54.9,1277.988059,-7363.130804,-3995.090839,6.294513041,1.227539238,0.660096411,,,,
Extrapolated coast,2026-04-01 23:41:54.9,1653.998511,-7280.800641,-3950.776504,6.236601868,1.516717492,0.817005928,,,,
Extrapolated coast,2026-04-01 23:42:54.9,2026.070231,-7181.139295,-3897.057758,6.163187975,1.805165463,0.973533479,,,,
Extrapolated coast,2026-04-01 23:43:54.9,2393.266916,-7064.205204,-3833.965445,6.074066427,2.092391641,1.129412647,,,,
Extrapolated coast,2026-04-01 23:44:54.9,2754.639925,-6930.08707,-3761.546811,5.969031044,2.3778783,1.284362793,,,,
Extrapolated coast,2026-04-01 23:45:54.9,3109.228256,-6778.905512,-3679.866406,5.847876488,2.661078738,1.438087562,,,,
Extrapolated coast,2026-04-01 23:46:54.9,3456.058675,-6610.814892,-3589.00707,5.710400754,2.941414476,1.590273359,,,,
Extrapolated coast,2026-04-01 23:47:54.9,3794.146001,-6426.005305,-3489.071016,5.556408101,3.218272417,1.740587804,,,,
Extrapolated coast,2026-04-01 23:48:54.9,4122.493579,-6224.704742,-3380.181,5.385712473,3.491002014,1.888678197,,,,
Extrapolated coast,2026-04-01 23:49:54.9,4440.093978,-6007.181418,-3262.481589,5.198141465,3.758912451,2.034169982,,,,
Extrapolated coast,2026-04-01 23:50:54.9,4745.929948,-5773.746277,-3136.140516,4.993540878,4.021269912,2.176665261,,,,
Extrapolated coast,2026-04-01 23:51:54.9,5038.975657,-5524.755645,-3001.350124,4.771779942,4.27729496,2.315741371,,,,
Extrapolated coast,2026-04-01 23:52:54.9,5318.198281,-5260.614046,-2858.328892,4.532757237,4.52616012,2.450949561,,,,
Extrapolated coast,2026-04-01 23:53:54.9,5582.559954,-4981.777147,-2707.323036,4.276407386,4.766987724,2.581813828,,,,
Extrapolated coast,2026-04-01 23:54:54.9,5831.020154,-4688.754827,-2548.608176,4.002708563,4.998848142,2.707829939,,,,
Extrapolated coast,2026-04-01 23:55:54.9,6062.538563,-4382.114336,-2382.49105,3.711690863,5.22075848,2.828464722,,,,
Extrapolated coast,2026-04-01 23:56:54.9,6276.078458,-4062.483512,-2209.311266,3.403445561,5.431681919,2.943155701,,,,
Extrapolated coast,2026-04-01 23:57:54.9,6470.610676,-3730.554021,-2029.443058,3.078135282,5.630527817,3.051311139,,,,
Extrapolated coast,2026-04-01 23:58:54.9,6645.11823,-3387.084559,-1843.29703,2.736005066,5.816152777,3.15231061,,,,
Extrapolated coast,2026-04-01 23:59:54.9,6798.601602,-3032.903954,-1651.321845,2.377394303,5.987362867,3.245506188,,,,
Extrapolated coast,2026-04-02 00:00:54.9,6930.084784,-2668.914101,-1454.00582,2.002749443,6.142917216,3.330224389,,,,
Extrapolated coast,2026-04-02 00:01:54.9,7038.622101,-2296.092631,-1251.878378,1.612637377,6.281533221,3.405768985,,,,
Extrapolated coast,2026-04-02 00:02:54.9,7123.30585,-1915.49521,-1045.511308,1.207759298,6.40189361,3.471424818,,,,
Extrapolated coast,2026-04-02 00:03:54.9,7183.27478,-1528.257356,-835.5197523,0.788964783,6.502655621,3.526462767,,,,
Extrapolated coast,2026-04-02 00:04:54.9,7217.723417,-1135.595638,-622.5628699,0.357265793,6.582462521,3.570145987,,,,
Extrapolated coast,2026-04-02 00:05:54.9,7225.912217,-738.808099,-407.3440729,-0.086149845,6.639957714,3.601737547,,,,
Extrapolated coast,2026-04-02 00:06:54.9,7207.178493,-339.2737626,-190.6107683,-0.539905976,6.67380159,3.620509556,,,,
Extrapolated coast,2026-04-02 00:07:54.9,7160.948058,61.54896837,26.84649845,-1.002427259,6.682691259,3.625753859,,,,
Extrapolated coast,2026-04-02 00:08:54.9,7086.747438,462.1251772,244.1955871,-1.471930634,6.665383177,3.616794301,,,,
Extrapolated coast,2026-04-02 00:09:54.9,6984.216521,860.8477446,460.5650898,-1.946419854,6.620718598,3.593000532,,,,
Extrapolated coast,2026-04-02 00:10:54.9,6853.121417,1256.043266,675.0475284,-2.423683932,6.54765161,3.553803207,,,,
Extrapolated coast,2026-04-02 00:11:54.9,6693.367267,1645.979716,886.7035015,-2.901300354,6.44527935,3.49871038,,,,
Extrapolated coast,2026-04-02 00:12:54.9,6505.010707,2028.875984,1094.566843,-3.376643878,6.312873804,3.427324764,,,,
Extrapolated coast,2026-04-02 00:13:54.9,6288.271605,2402.913335,1297.650832,-3.846901706,6.149914377,3.339361407,,,,
Extrapolated coast,2026-04-02 00:14:54.9,6043.543689,2766.248833,1494.955458,-4.309095619,5.956120198,3.234665241,,,,
Extrapolated coast,2026-04-02 00:15:54.9,5771.403625,3117.030658,1685.475727,-4.760111489,5.731480947,3.113227823,,,,
Extrapolated coast,2026-04-02 00:16:54.9,5472.618095,3453.415194,1868.210923,-5.196736272,5.476284812,2.975202538,,,,
Extrapolated coast,2026-04-02 00:17:54.9,5148.148446,3773.585676,2042.174712,-5.615702209,5.191142062,2.820917428,,,,
Extrapolated coast,2026-04-02 00:18:54.9,4799.152476,4075.772076,2206.405937,-6.013737559,4.877002733,2.650884822,,,,
Extrapolated coast,2026-04-02 00:19:54.9,4426.983017,4358.271839,2359.979859,-6.387622732,4.535166954,2.465807002,,,,
Extrapolated coast,2026-04-02 00:20:54.9,4033.183018,4619.47099,2502.019612,-6.734250221,4.167286669,2.266577179,,,,
Extrapolated coast,2026-04-02 00:21:54.9,3619.476974,4857.86505,2631.707561,-7.05068635,3.775357782,2.054275297,,,,
Extrapolated coast,2026-04-02 00:22:54.9,3187.758651,5072.07919,2748.296238,-7.334232516,3.361702189,1.83015834,,,,
AROW (NASA),2026-04-02 00:24:13.0,2546.556806,5319.07469,2887.143613,-7.988808,2.8526232,1.5416784,,,,
AROW (NASA),2026-04-02 00:25:14.5,2049.396058,5479.870252,2973.969288,-8.3058,2.4173688,1.3042392,0.04195153,0.127193078,0.690642118,0.710686564
AROW (NASA),2026-04-02 00:27:15.5,1012.19925,5718.573201,3102.459461,-8.811768,1.5233904,0.8171688,0.039193325,0.125538796,0.696761787,0.705143213
AROW (NASA),2026-04-02 00:28:16.5,468.6301811,5797.559341,3144.726449,-9.003792,1.0664952,0.5687568,0.03759509,0.124874361,0.70003134,0.702103317
AROW (NASA),2026-04-02 00:29:17.5,-85.34475501,5848.737423,3171.874375,-9.153144,0.612648,0.3221736,0.037773963,0.125400826,0.696753204,0.705253661
Extrapolated burn,2026-04-02 00:30:17.5,-551.8093169,5814.926323,3152.173711,-9.263526521,0.142397427,0.074686768,,,,
Extrapolated burn,2026-04-02 00:31:17.5,-1111.37543,5812.395548,3150.609931,-9.382966196,-0.223933483,-0.125281043,,,,
Extrapolated burn,2026-04-02 00:32:17.5,-1677.079932,5788.393082,3137.323791,-9.468139472,-0.573325569,-0.31605857,,,,
Extrapolated burn,2026-04-02 00:33:17.5,-2246.866839,5743.935256,3112.866708,-9.51904635,-0.905778832,-0.497645815,,,,
Extrapolated burn,2026-04-02 00:34:17.5,-2818.680166,5680.038399,3077.790099,-9.535686829,-1.221293272,-0.670042777,,,,
AROW (NASA),2026-04-02 00:35:18.5,-3446.947502,5625.716681,3047.323168,-9.284208,-1.6986504,-0.9302496,0.061293364,0.177895486,0.661038816,0.726377308
AROW (NASA),2026-04-02 00:36:19.5,-4011.32885,5513.327983,2985.835943,-9.217152,-1.9799808,-1.0823448,0.070029631,0.194331259,0.650710523,0.730689406
Extrapolated burn,2026-04-02 00:37:19.5,-4544.475398,5377.735992,2912.088429,-9.376547777,-2.074735194,-1.136761229,,,,
Extrapolated coast,2026-04-02 00:38:19.5,-5103.212435,5245.676517,2839.741147,-9.216506268,-2.329359417,-1.275626284,,,,
Extrapolated coast,2026-04-02 00:39:19.5,-5648.600175,5098.43455,2759.154477,-8.962676396,-2.573807137,-1.407937373,,,,
Extrapolated coast,2026-04-02 00:40:19.5,-6178.718371,4937.383627,2671.094683,-8.708058315,-2.790061118,-1.524949862,,,,
AROW (NASA),2026-04-02 00:41:22.5,-6718.956367,4755.186748,2571.548445,-8.44296,-2.9894784,-1.6328136,-0.208244354,0.645138323,-0.083830938,0.730344534
AROW (NASA),2026-04-02 00:42:23.4,-7226.169903,4567.57897,2469.101484,-8.189976,-3.157728,-1.7242536,-0.248909488,0.67885381,-0.100918345,0.683386505
AROW (NASA),2026-04-02 00:43:23.4,-7710.2255,4373.643301,2363.244186,-7.946136,-3.304032,-1.802892,-0.243626043,0.671764493,-0.098053955,0.692650139
AROW (NASA),2026-04-02 00:44:23.4,-8179.950663,4171.562439,2252.982459,-7.71144,-3.429,-1.8711672,-0.240018755,0.663245142,-0.09983924,0.701804161
AROW (NASA),2026-04-02 00:45:23.4,-8635.784366,3962.38286,2138.890322,-7.485888,-3.541776,-1.9306032,-0.238701954,0.661094427,-0.103903145,0.703690052
AROW (NASA),2026-04-02 00:46:23.4,-9078.200808,3747.033248,2021.471511,-7.266432,-3.636264,-1.9824192,-0.237475187,0.672065258,-0.109247886,0.692819417
AROW (NASA),2026-04-02 00:47:23.4,-9507.690856,3526.338263,1901.170008,-7.053072,-3.71856,-2.02692,-0.243496001,0.672854722,-0.106436744,0.690396547
AROW (NASA),2026-04-02 00:48:23.4,-9924.752926,3301.02586,1778.378764,-6.851904,-3.791712,-2.0653248,-0.249822587,0.675217867,-0.103731856,0.686228275
AROW (NASA),2026-04-02 00:49:23.4,-10329.88508,3071.738809,1653.4442,-6.656832,-3.852672,-2.098548,-0.248564735,0.678860366,-0.101705037,0.683388829
AROW (NASA),2026-04-02 00:50:23.4,-10723.57556,2839.043631,1526.67399,-6.467856,-3.904488,-2.1268944,-0.247140095,0.676700175,-0.098346561,0.686532319
AROW (NASA),2026-04-02 00:51:23.4,-11106.30122,2603.440741,1398.339724,-6.291072,-3.950208,-2.1506688,-0.244027451,0.67557174,-0.098544605,0.688725173
AROW (NASA),2026-04-02 00:52:24.4,-11484.64101,2361.384795,1266.5092,-6.117336,-3.986784,-2.1713952,-0.240849108,0.675669074,-0.099766046,0.689572155
AROW (NASA),2026-04-02 00:53:24.4,-11846.63955,2121.206843,1135.719225,-5.952744,-4.017264,-2.1881592,-0.240357995,0.673842072,-0.102597848,0.691114008
AROW (NASA),2026-04-02 00:54:24.4,-12199.01103,1879.301807,1004.00471,-5.794248,-4.044696,-2.20218,-0.239881575,0.673056304,-0.106634833,0.691434026
AROW (NASA),2026-04-02 00:55:25.4,-12547.80466,1631.906445,869.3150174,-5.641848,-4.066032,-2.2137624,-0.238092706,0.671389818,-0.108231328,0.693421602
AROW (NASA),2026-04-02 00:56:25.4,-12881.97438,1387.405596,736.2158034,-5.498592,-4.08432,-2.2229064,-0.237540871,0.670379519,-0.109173805,0.694439888
AROW (NASA),2026-04-02 00:57:25.4,-13207.68352,1141.990354,602.6324115,-5.361432,-4.096512,-2.2299168,-0.240698129,0.670512617,-0.109535895,0.693166018
AROW (NASA),2026-04-02 00:58:25.4,-13525.27998,895.8720964,468.6769946,-5.22732,-4.105656,-2.2354032,-0.241653189,0.670392156,-0.110052921,0.692868292
AROW (NASA),2026-04-02 00:59:26.4,-13840.1955,645.1217381,332.2131525,-5.099304,-4.1148,-2.2390608,-0.120427422,0.702105761,-0.221329466,0.666001499
Extrapolated coast,2026-04-02 01:00:26.4,-14146.15374,398.2337381,197.8695045,-5.099304,-4.1148,-2.2390608,,,,
Extrapolated coast,2026-04-02 01:01:26.4,-14452.11198,151.3457381,63.5258565,-5.099304,-4.1148,-2.2390608,,,,
Extrapolated coast,2026-04-02 01:02:26.4,-14758.07022,-95.5422619,-70.8177915,-5.099304,-4.1148,-2.2390608,,,,
Extrapolated coast,2026-04-02 01:03:26.4,-15064.02846,-342.4302619,-205.1614395,-5.099304,-4.1148,-2.2390608,,,,
Extrapolated coast,2026-04-02 01:04:26.4,-15369.9867,-589.3182619,-339.5050875,-5.099304,-4.1148,-2.2390608,,,,
Extrapolated coast,2026-04-02 01:05:26.4,-15675.94494,-836.2062619,-473.8487355,-5.099304,-4.1148,-2.2390608,,,,
AROW (NASA),2026-04-02 01:06:32.3,-15840.61927,-1108.654064,-621.9588806,-4.32816,-4.105656,-2.2332696,0.670828998,0.242722467,-0.69389385,-0.097906195
AROW (NASA),2026-04-02 01:07:33.3,-16101.76935,-1358.850656,-758.0485676,-4.233672,-4.09956,-2.2290024,0.67231369,0.235824406,-0.694033563,-0.103433989
AROW (NASA),2026-04-02 01:08:34.3,-16357.27608,-1608.571986,-893.8723608,-4.14528,-4.090416,-2.2244304,0.673705637,0.237651676,-0.691512346,-0.107018806
AROW (NASA),2026-04-02 01:09:35.3,-16607.34125,-1857.759175,-1029.398555,-4.056888,-4.081272,-2.2192488,0.674162626,0.23646678,-0.692376018,-0.101012945
AROW (NASA),2026-04-02 01:10:36.3,-16852.15639,-2106.359965,-1164.599008,-3.971544,-4.072128,-2.2137624,0.675355673,0.23837021,-0.691217065,-0.096401773
AROW (NASA),2026-04-02 01:11:37.3,-17091.90324,-2354.328123,-1299.448865,-3.889248,-4.059936,-2.2079712,0.67587328,0.23926796,-0.690931499,-0.092519395
AROW (NASA),2026-04-02 01:12:38.3,-17326.7544,-2601.622733,-1433.926146,-3.81,-4.047744,-2.2015704,0.675785005,0.238470003,-0.691657007,-0.089762241
AROW (NASA),2026-04-02 01:13:39.3,-17556.87392,-2848.207659,-1568.011452,-3.7338,-4.035552,-2.1948648,0.675025284,0.236604661,-0.693241775,-0.088175938
AROW (NASA),2026-04-02 01:14:40.3,-17782.41778,-3094.051033,-1701.687669,-3.660648,-4.02336,-2.1881592,0.664571643,0.258511603,-0.698419213,-0.061048247
AROW (NASA),2026-04-02 01:15:41.3,-18003.53444,-3339.12478,-1834.939491,-3.590544,-4.011168,-2.1811488,0.644406199,0.308462799,-0.699056566,-0.030187631
AROW (NASA),2026-04-02 01:16:42.3,-18220.36511,-3583.40422,-1967.754249,-3.52044,-3.998976,-2.1738336,0.713671505,-0.014042968,-0.610613763,-0.342967391
AROW (NASA),2026-04-02 01:17:43.3,-18433.04448,-3826.868112,-2100.120328,-3.453384,-3.983736,-2.1665184,0.624890983,-0.342454016,-0.38210696,-0.588413775
AROW (NASA),2026-04-02 01:18:44.3,-18641.70116,-4069.497788,-2232.027774,-3.389376,-3.971544,-2.1588984,0.392272711,-0.595236421,-0.065787099,-0.698203266
AROW (NASA),2026-04-02 01:19:45.3,-18846.45782,-4311.276783,-2363.467817,-3.325368,-3.956304,-2.1509736,0.280720234,-0.654803932,0.064488739,-0.698762596
AROW (NASA),2026-04-02 01:20:46.3,-19047.43132,-4552.190873,-2494.432884,-3.264408,-3.941064,-2.1433536,0.241448313,-0.669619858,0.110704564,-0.693582296
AROW (NASA),2026-04-02 01:21:47.3,-19244.73319,-4792.227914,-2624.916533,-3.206496,-3.928872,-2.135124,0.24674122,-0.665987074,0.110573635,-0.695236266
AROW (NASA),2026-04-02 01:22:48.3,-19438.47002,-5031.377628,-2754.913324,-3.148584,-3.913632,-2.1271992,0.252862662,-0.662885308,0.111342147,-0.695878208
AROW (NASA),2026-04-02 01:23:49.3,-19628.74371,-5269.631377,-2884.418708,-3.090672,-3.898392,-2.1192744,0.256021798,-0.664053559,0.111822538,-0.693528235
AROW (NASA),2026-04-02 01:24:50.2,-19815.65173,-5506.981955,-3013.42894,-3.037332,-3.883152,-2.1110448,0.250594258,-0.666421413,0.112212531,-0.69317627
AROW (NASA),2026-04-02 01:25:51.2,-19999.27247,-5743.404137,-3141.930419,-2.9842968,-3.867912,-2.1028152,0.243740991,-0.668414652,0.11143221,-0.693826377
AROW (NASA),2026-04-02 01:26:52.2,-20179.72542,-5978.932003,-3269.94177,-2.9327856,-3.852672,-2.0945856,0.237047926,-0.671220243,0.109653078,-0.693720281
AROW (NASA),2026-04-02 01:27:53.2,-20357.08103,-6213.542485,-3397.450574,-2.8827984,-3.837432,-2.086356,0.238282725,-0.67175293,0.107339941,-0.693143189
AROW (NASA),2026-04-02 01:28:54.2,-20531.43559,-6447.252381,-3524.465344,-2.8340304,-3.82524,-2.0781264,0.239174575,-0.671883285,0.105279475,-0.693025649
AROW (NASA),2026-04-02 01:29:55.2,-20702.82525,-6680.005348,-3650.948888,-2.7864816,-3.81,-2.069592,0.239794657,-0.672867179,0.108305022,-0.691388667
AROW (NASA),2026-04-02 01:30:56.2,-20871.36805,-6911.860727,-3776.926408,-2.740152,-3.79476,-2.0610576,0.233883619,-0.673611164,0.088309802,-0.695519805
